Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,Delay_Days
57,19,2,20302.54,14,1,0.53,0.67,0,6.0,29.163333333333334,22.779999999999998,25.636666666666667,32.87,25.456666666666667,28.433333333333334,21.76066666666667,0.05,0.05,0.0,0.23333333333333334,14.883333333333333,31.34333333333333,45.7,4.713666666666667,12.820626905613679
6,13,3,89150.54,1,1,0.59,0.24,4,28.0,28.723333333333336,23.116666666666667,25.486666666666668,32.17,25.87,28.69,17.647333333333332,0.36333333333333334,0.36333333333333334,0.0,1.9333333333333333,15.229999999999999,31.986666666666668,63.63333333333333,3.8056666666666668,8.844560035177773
28,14,1,75247.8,28,0,0.63,0.16,0,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,1.7623098558057675
28,10,6,90914.62,12,1,0.85,0.85,0,56.333333333333336,28.956666666666667,23.14,25.56,35.406666666666666,27.62,30.503333333333334,18.640666666666668,2.9433333333333334,2.9433333333333334,0.0,7.466666666666667,8.383333333333333,23.90666666666667,115.3,3.710666666666667,21.03173086053315
44,11,7,76112.82,3,2,0.34,0.31,3,16.133333333333333,27.81,21.666666666666668,24.716666666666665,30.85,23.65666666666667,27.313333333333333,16.785666666666668,0.45666666666666667,0.45666666666666667,0.0,1.2666666666666666,14.893333333333334,32.52333333333333,167.1,3.701333333333333,12.252504723738081
84,2,2,60118.38,9,1,0.85,0.78,3,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,16.333090239991733
30,9,8,65759.14,12,1,0.75,0.79,3,56.333333333333336,28.956666666666667,23.14,25.56,35.406666666666666,27.62,30.503333333333334,18.640666666666668,2.9433333333333334,2.9433333333333334,0.0,7.466666666666667,8.383333333333333,23.90666666666667,115.3,3.710666666666667,21.711856140647587
62,17,6,89023.66,9,1,0.64,0.72,1,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,14.011917825995695
75,3,4,58301.87,28,2,0.76,0.24,3,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,9.822729086797098
89,6,5,63606.74,8,1,0.53,0.76,0,56.06666666666667,28.55666666666667,22.85666666666667,25.453333333333333,34.406666666666666,26.990000000000002,30.283333333333335,17.662333333333333,3.2766666666666664,3.2766666666666664,0.0,6.733333333333333,11.053333333333335,28.49,146.4,3.4739999999999998,17.839061688895047
62,5,8,16491.19,7,1,0.31,0.72,2,51.733333333333334,27.433333333333334,22.92,24.993333333333332,31.34,25.946666666666665,28.846666666666668,12.513,5.489999999999999,5.489999999999999,0.0,6.7,13.476666666666667,25.9,78.1,2.6566666666666667,21.89628457255184
1,5,3,47918.2,2,1,0.73,0.58,3,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,12.23101410254551
27,15,3,71923.31,15,1,0.62,0.37,3,52.266666666666666,29.14,23.133333333333333,25.6,33.346666666666664,25.706666666666667,29.06,18.88133333333333,2.17,2.17,0.0,5.066666666666666,15.993333333333334,36.37,36.6,3.9153333333333338,12.791727962224964
62,17,4,27823.33,13,0,0.71,0.31,2,53.06666666666667,29.246666666666666,22.82,25.64,34.93333333333333,26.636666666666667,30.086666666666666,19.803,2.06,2.06,0.0,2.966666666666667,12.696666666666665,30.290000000000003,71.5,3.99,8.255036198995029
77,9,1,21023.16,8,0,0.47,0.2,0,56.06666666666667,28.55666666666667,22.85666666666667,25.453333333333333,34.406666666666666,26.990000000000002,30.283333333333335,17.662333333333333,3.2766666666666664,3.2766666666666664,0.0,6.733333333333333,11.053333333333335,28.49,146.4,3.4739999999999998,10.19410820688737
3,3,9,32068.85,29,1,0.93,0.51,1,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,63.23283617115019
70,17,8,24908.56,20,2,0.67,0.57,3,5.566666666666666,29.123333333333335,21.916666666666668,25.313333333333333,32.1,24.029999999999998,27.490000000000002,21.885666666666665,0.15,0.15,0.0,0.7,16.486666666666668,34.14666666666667,42.666666666666664,4.899,16.320301115735976
72,10,8,22276.35,10,0,0.27,0.39,2,39.7,28.83,22.253333333333334,25.67,34.913333333333334,26.383333333333333,30.616666666666667,20.032666666666668,0.5633333333333332,0.5633333333333332,0.0,3.1,7.319999999999999,18.490000000000002,163.93333333333334,3.975333333333333,5.4096814168097325
27,3,6,43060.23,2,1,0.56,0.48,0,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,15.226920416551096
9,18,7,90876.01,4,0,0.81,0.39,4,6.366666666666666,27.506666666666668,21.0,24.19,30.02,22.923333333333336,26.07,22.589666666666666,0.07666666666666666,0.07666666666666666,0.0,0.4666666666666667,15.903333333333332,32.46666666666667,145.63333333333333,4.755333333333334,5.771834354980842
62,18,6,51198.91,28,0,0.84,0.61,1,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,7.10759699870891
37,17,9,19604.12,9,1,0.6,0.82,2,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,13.973661252908332
51,3,3,8620.2,12,1,0.92,0.23,2,56.333333333333336,28.956666666666667,23.14,25.56,35.406666666666666,27.62,30.503333333333334,18.640666666666668,2.9433333333333334,2.9433333333333334,0.0,7.466666666666667,8.383333333333333,23.90666666666667,115.3,3.710666666666667,12.870375289531445
44,3,3,69919.46,3,0,0.41,0.41,2,16.133333333333333,27.81,21.666666666666668,24.716666666666665,30.85,23.65666666666667,27.313333333333333,16.785666666666668,0.45666666666666667,0.45666666666666667,0.0,1.2666666666666666,14.893333333333334,32.52333333333333,167.1,3.701333333333333,5.498139155344557
24,6,3,38897.08,23,2,0.53,0.21,3,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,10.88433407447147
79,13,3,82361.26,12,1,0.92,0.6,4,56.333333333333336,28.956666666666667,23.14,25.56,35.406666666666666,27.62,30.503333333333334,18.640666666666668,2.9433333333333334,2.9433333333333334,0.0,7.466666666666667,8.383333333333333,23.90666666666667,115.3,3.710666666666667,17.296523103526983
59,15,9,66291.57,11,1,0.92,0.68,1,59.93333333333333,28.80666666666667,22.923333333333336,25.496666666666666,35.016666666666666,27.523333333333333,30.466666666666665,19.56833333333333,5.35,5.35,0.0,7.166666666666667,9.033333333333333,22.42666666666667,32.53333333333333,3.852333333333333,22.250756631014692
32,9,4,79827.9,4,1,0.75,0.85,0,6.366666666666666,27.506666666666668,21.0,24.19,30.02,22.923333333333336,26.07,22.589666666666666,0.07666666666666666,0.07666666666666666,0.0,0.4666666666666667,15.903333333333332,32.46666666666667,145.63333333333333,4.755333333333334,12.583142756230725
88,4,7,27922.66,9,2,0.89,0.32,0,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,10.807729162971203
52,14,9,69543.53,27,2,0.27,0.86,4,31.433333333333334,30.266666666666666,23.636666666666667,26.673333333333336,33.86,26.21333333333333,29.623333333333335,20.294,0.25666666666666665,0.25666666666666665,0.0,1.5666666666666667,17.416666666666668,36.85,46.166666666666664,4.651333333333333,17.163560905232803
62,5,7,27142.14,23,0,0.89,0.15,2,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,3.3779315248185418
58,2,9,93967.78,8,1,0.46,0.58,2,56.06666666666667,28.55666666666667,22.85666666666667,25.453333333333333,34.406666666666666,26.990000000000002,30.283333333333335,17.662333333333333,3.2766666666666664,3.2766666666666664,0.0,6.733333333333333,11.053333333333335,28.49,146.4,3.4739999999999998,17.334473949528636
52,11,3,64001.05,19,2,0.34,0.15,2,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,6.9513918319320185
12,9,4,33126.67,6,2,0.39,0.82,2,23.533333333333335,28.206666666666667,21.740000000000002,25.15666666666667,31.94333333333333,24.066666666666666,27.883333333333333,18.336000000000002,1.1700000000000002,1.1700000000000002,0.0,1.3333333333333333,14.1,27.986666666666668,92.8,4.055000000000001,19.439771388776773
39,3,8,27681.67,1,1,0.53,0.52,2,28.0,28.723333333333336,23.116666666666667,25.486666666666668,32.17,25.87,28.69,17.647333333333332,0.36333333333333334,0.36333333333333334,0.0,1.9333333333333333,15.229999999999999,31.986666666666668,63.63333333333333,3.8056666666666668,11.044642736259922
2,9,6,19901.73,21,1,0.4,0.64,4,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,9.8742138456983
3,3,5,69769.45,23,0,0.46,0.77,3,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,9.763920992251625
56,2,4,22652.85,27,0,0.31,0.22,1,31.433333333333334,30.266666666666666,23.636666666666667,26.673333333333336,33.86,26.21333333333333,29.623333333333335,20.294,0.25666666666666665,0.25666666666666665,0.0,1.5666666666666667,17.416666666666668,36.85,46.166666666666664,4.651333333333333,3.240646411002333
81,12,8,59935.02,22,1,0.44,0.13,2,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,3.3588778865873987
59,10,1,27198.87,6,2,0.66,0.8,3,23.533333333333335,28.206666666666667,21.740000000000002,25.15666666666667,31.94333333333333,24.066666666666666,27.883333333333333,18.336000000000002,1.1700000000000002,1.1700000000000002,0.0,1.3333333333333333,14.1,27.986666666666668,92.8,4.055000000000001,19.476681040522426
2,9,9,66534.93,7,1,0.55,0.35,0,51.733333333333334,27.433333333333334,22.92,24.993333333333332,31.34,25.946666666666665,28.846666666666668,12.513,5.489999999999999,5.489999999999999,0.0,6.7,13.476666666666667,25.9,78.1,2.6566666666666667,19.521176789552353
2,15,1,81679.03,6,2,0.48,0.2,4,23.533333333333335,28.206666666666667,21.740000000000002,25.15666666666667,31.94333333333333,24.066666666666666,27.883333333333333,18.336000000000002,1.1700000000000002,1.1700000000000002,0.0,1.3333333333333333,14.1,27.986666666666668,92.8,4.055000000000001,13.364576864762915
54,8,8,78024.5,20,2,0.8,0.47,3,5.566666666666666,29.123333333333335,21.916666666666668,25.313333333333333,32.1,24.029999999999998,27.490000000000002,21.885666666666665,0.15,0.15,0.0,0.7,16.486666666666668,34.14666666666667,42.666666666666664,4.899,14.520703078052353
87,5,4,76324.28,22,2,0.91,0.58,2,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,11.906829281397696
1,11,9,19584.52,28,0,0.81,0.12,2,17.566666666666666,30.466666666666665,23.623333333333335,26.623333333333335,33.553333333333335,25.996666666666666,29.15,19.854333333333333,0.5366666666666667,0.5366666666666667,0.0,1.8666666666666667,17.546666666666667,38.43666666666666,34.166666666666664,4.806333333333333,1.1065957734606495
19,2,5,9750.11,13,2,0.47,0.32,2,53.06666666666667,29.246666666666666,22.82,25.64,34.93333333333333,26.636666666666667,30.086666666666666,19.803,2.06,2.06,0.0,2.966666666666667,12.696666666666665,30.290000000000003,71.5,3.99,15.73255290081299
2,15,3,70195.93,25,1,0.8,0.13,3,4.433333333333334,30.363333333333333,22.87,26.34,34.72666666666667,26.243333333333332,29.9,22.631666666666668,0.060000000000000005,0.060000000000000005,0.0,0.4,10.770000000000001,25.31,61.43333333333333,4.747333333333333,5.950678926368313
53,6,9,37466.37,18,2,0.32,0.44,2,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,17.71923819612574
44,8,9,43802.28,4,1,0.3,0.82,3,6.366666666666666,27.506666666666668,21.0,24.19,30.02,22.923333333333336,26.07,22.589666666666666,0.07666666666666666,0.07666666666666666,0.0,0.4666666666666667,15.903333333333332,32.46666666666667,145.63333333333333,4.755333333333334,19.272430569315414
32,5,4,4083.76,22,1,0.48,0.89,2,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,15.049669099373084
70,16,4,26698.07,24,1,0.85,0.61,0,9.066666666666666,29.613333333333333,22.453333333333333,25.956666666666667,33.31666666666667,25.69333333333333,29.25,20.462333333333333,0.05,0.05,0.0,0.36666666666666664,11.733333333333333,27.533333333333335,38.833333333333336,4.350666666666667,12.623348460270899
32,18,8,4333.96,17,1,0.4,0.23,0,53.9,27.946666666666665,23.273333333333333,25.183333333333334,32.056666666666665,26.423333333333336,28.69,15.520999999999999,3.066666666666667,3.066666666666667,0.0,5.566666666666666,12.430000000000001,30.836666666666666,36.06666666666667,3.293,13.824335978573137
68,6,2,88039.39,19,2,0.25,0.82,1,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,17.837086876958697
55,5,9,25096.27,11,1,0.31,0.51,2,59.93333333333333,28.80666666666667,22.923333333333336,25.496666666666666,35.016666666666666,27.523333333333333,30.466666666666665,19.56833333333333,5.35,5.35,0.0,7.166666666666667,9.033333333333333,22.42666666666667,32.53333333333333,3.852333333333333,19.847096133039482
75,16,6,56176.38,22,2,0.89,0.22,2,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,10.791787164073234
56,13,9,4858.95,16,2,0.71,0.84,3,52.03333333333333,28.456666666666667,23.496666666666666,25.516666666666666,31.80666666666667,26.57,28.706666666666667,16.343333333333334,2.46,2.46,0.0,4.533333333333333,17.233333333333334,38.15,29.433333333333334,3.5396666666666667,20.840762178193643
17,5,8,67017.89,12,1,0.4,0.71,3,56.333333333333336,28.956666666666667,23.14,25.56,35.406666666666666,27.62,30.503333333333334,18.640666666666668,2.9433333333333334,2.9433333333333334,0.0,7.466666666666667,8.383333333333333,23.90666666666667,115.3,3.710666666666667,17.551438756556653
38,13,7,32979.71,1,0,0.64,0.69,2,28.0,28.723333333333336,23.116666666666667,25.486666666666668,32.17,25.87,28.69,17.647333333333332,0.36333333333333334,0.36333333333333334,0.0,1.9333333333333333,15.229999999999999,31.986666666666668,63.63333333333333,3.8056666666666668,8.27862134492301
24,17,1,89894.0,24,1,0.62,0.67,1,9.066666666666666,29.613333333333333,22.453333333333333,25.956666666666667,33.31666666666667,25.69333333333333,29.25,20.462333333333333,0.05,0.05,0.0,0.36666666666666664,11.733333333333333,27.533333333333335,38.833333333333336,4.350666666666667,11.762811209079484
69,18,3,88923.7,12,1,0.72,0.26,2,56.333333333333336,28.956666666666667,23.14,25.56,35.406666666666666,27.62,30.503333333333334,18.640666666666668,2.9433333333333334,2.9433333333333334,0.0,7.466666666666667,8.383333333333333,23.90666666666667,115.3,3.710666666666667,15.978654516676931
70,8,2,33203.77,25,2,0.39,0.27,3,4.433333333333334,30.363333333333333,22.87,26.34,34.72666666666667,26.243333333333332,29.9,22.631666666666668,0.060000000000000005,0.060000000000000005,0.0,0.4,10.770000000000001,25.31,61.43333333333333,4.747333333333333,7.559102211112378
86,13,5,90195.13,6,1,0.89,0.65,2,23.533333333333335,28.206666666666667,21.740000000000002,25.15666666666667,31.94333333333333,24.066666666666666,27.883333333333333,18.336000000000002,1.1700000000000002,1.1700000000000002,0.0,1.3333333333333333,14.1,27.986666666666668,92.8,4.055000000000001,14.669390285561771
11,19,5,99619.61,27,1,0.45,0.28,3,31.433333333333334,30.266666666666666,23.636666666666667,26.673333333333336,33.86,26.21333333333333,29.623333333333335,20.294,0.25666666666666665,0.25666666666666665,0.0,1.5666666666666667,17.416666666666668,36.85,46.166666666666664,4.651333333333333,4.9542595265488565
16,3,5,82716.15,9,2,0.76,0.45,2,44.233333333333334,29.076666666666664,22.41,25.60666666666667,34.63666666666666,26.59,30.316666666666666,19.968999999999998,1.12,1.12,0.0,2.466666666666667,8.346666666666668,21.183333333333334,82.76666666666667,3.96,13.93210220131585
73,8,4,84642.26,22,2,0.21,0.73,4,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,17.40675922878438
59,2,5,25651.86,5,1,0.5,0.73,3,10.066666666666666,27.833333333333332,21.18,24.46333333333333,30.046666666666667,23.053333333333335,26.186666666666667,20.332,0.07,0.07,0.0,0.43333333333333335,16.89666666666667,32.77,63.833333333333336,4.553333333333333,12.496420028643195
70,8,3,58093.54,2,0,0.48,0.46,1,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,5.790049499772708
80,13,1,7658.34,25,2,0.63,0.73,4,4.433333333333334,30.363333333333333,22.87,26.34,34.72666666666667,26.243333333333332,29.9,22.631666666666668,0.060000000000000005,0.060000000000000005,0.0,0.4,10.770000000000001,25.31,61.43333333333333,4.747333333333333,14.807044436110047
3,13,5,10396.88,2,0,0.26,0.77,2,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,12.14606329006868
20,1,9,99890.37,17,1,0.83,0.62,3,53.9,27.946666666666665,23.273333333333333,25.183333333333334,32.056666666666665,26.423333333333336,28.69,15.520999999999999,3.066666666666667,3.066666666666667,0.0,5.566666666666666,12.430000000000001,30.836666666666666,36.06666666666667,3.293,15.977783385757625
59,6,9,33337.29,10,2,0.37,0.28,4,39.7,28.83,22.253333333333334,25.67,34.913333333333334,26.383333333333333,30.616666666666667,20.032666666666668,0.5633333333333332,0.5633333333333332,0.0,3.1,7.319999999999999,18.490000000000002,163.93333333333334,3.975333333333333,11.81135455103963
36,19,4,75070.21,21,0,0.74,0.32,1,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,3.9283577598557207
19,16,3,80859.84,19,2,0.84,0.35,3,5.866666666666666,29.353333333333335,22.573333333333334,25.69,33.15,24.793333333333333,28.433333333333334,21.775333333333332,0.010000000000000002,0.010000000000000002,0.0,0.1,13.416666666666666,29.13,59.266666666666666,4.743333333333334,10.242599478591274
67,8,1,85944.3,4,2,0.65,0.19,4,6.366666666666666,27.506666666666668,21.0,24.19,30.02,22.923333333333336,26.07,22.589666666666666,0.07666666666666666,0.07666666666666666,0.0,0.4666666666666667,15.903333333333332,32.46666666666667,145.63333333333333,4.755333333333334,12.649249467321322
19,1,2,99765.2,18,1,0.79,0.32,4,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,12.957545200143684
20,16,8,24908.15,21,1,0.73,0.27,4,5.6,29.27,21.509999999999998,25.14333333333333,31.953333333333333,23.316666666666666,27.303333333333335,23.029999999999998,0.010000000000000002,0.010000000000000002,0.0,0.1,15.493333333333334,33.36,38.833333333333336,5.002666666666667,3.722286120013589
71,9,1,4994.73,26,1,0.48,0.46,0,39.1,30.076666666666664,23.236666666666668,26.336666666666666,34.57333333333334,26.676666666666666,30.05666666666667,19.670666666666666,0.9966666666666666,0.9966666666666666,0.0,3.7666666666666666,13.75,31.466666666666665,43.3,4.147,11.293014805487475
52,13,8,41707.96,27,1,0.85,0.83,2,31.433333333333334,30.266666666666666,23.636666666666667,26.673333333333336,33.86,26.21333333333333,29.623333333333335,20.294,0.25666666666666665,0.25666666666666665,0.0,1.5666666666666667,17.416666666666668,36.85,46.166666666666664,4.651333333333333,12.980653636180751
33,11,7,13877.99,18,0,0.44,0.18,3,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,8.105316668861002
40,13,8,3220.16,29,1,0.66,0.68,3,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,64.06455222568428
39,10,6,36682.26,14,0,0.8,0.65,3,6.0,29.163333333333334,22.779999999999998,25.636666666666667,32.87,25.456666666666667,28.433333333333334,21.76066666666667,0.05,0.05,0.0,0.23333333333333334,14.883333333333333,31.34333333333333,45.7,4.713666666666667,7.7278953377996515
82,4,9,78590.09,29,0,0.5,0.18,4,58.166666666666664,27.976666666666667,22.543333333333333,24.973333333333336,30.52,25.103333333333335,27.55666666666667,11.023666666666665,26.796666666666667,26.796666666666667,0.0,9.733333333333333,16.936666666666664,38.629999999999995,42.4,2.8523333333333336,56.510814251804014
1,6,3,57051.89,15,1,0.44,0.84,2,52.266666666666666,29.14,23.133333333333333,25.6,33.346666666666664,25.706666666666667,29.06,18.88133333333333,2.17,2.17,0.0,5.066666666666666,15.993333333333334,36.37,36.6,3.9153333333333338,19.218632791255185
11,7,4,31965.02,23,1,0.57,0.55,1,14.066666666666666,28.873333333333335,21.959999999999997,25.516666666666666,32.5,24.633333333333333,28.56,19.76833333333333,0.14666666666666667,0.14666666666666667,0.0,0.8333333333333334,9.656666666666666,23.10666666666667,104.53333333333333,4.1690000000000005,8.59288872274967
57,5,6,65779.86,8,0,0.85,0.39,3,56.06666666666667,28.55666666666667,22.85666666666667,25.453333333333333,34.406666666666666,26.990000000000002,30.283333333333335,17.662333333333333,3.2766666666666664,3.2766666666666664,0.0,6.733333333333333,11.053333333333335,28.49,146.4,3.4739999999999998,10.73158147957191
89,11,8,23969.8,3,0,0.94,0.71,2,16.133333333333333,27.81,21.666666666666668,24.716666666666665,30.85,23.65666666666667,27.313333333333333,16.785666666666668,0.45666666666666667,0.45666666666666667,0.0,1.2666666666666666,14.893333333333334,32.52333333333333,167.1,3.701333333333333,8.7209153665919
50,13,5,2423.76,14,1,0.64,0.31,2,6.0,29.163333333333334,22.779999999999998,25.636666666666667,32.87,25.456666666666667,28.433333333333334,21.76066666666667,0.05,0.05,0.0,0.23333333333333334,14.883333333333333,31.34333333333333,45.7,4.713666666666667,6.340006151139432
23,19,3,76670.99,24,1,0.73,0.65,0,9.066666666666666,29.613333333333333,22.453333333333333,25.956666666666667,33.31666666666667,25.69333333333333,29.25,20.462333333333333,0.05,0.05,0.0,0.36666666666666664,11.733333333333333,27.533333333333335,38.833333333333336,4.350666666666667,14.048181360421646
31,10,6,62750.57,11,2,0.92,0.13,3,59.93333333333333,28.80666666666667,22.923333333333336,25.496666666666666,35.016666666666666,27.523333333333333,30.466666666666665,19.56833333333333,5.35,5.35,0.0,7.166666666666667,9.033333333333333,22.42666666666667,32.53333333333333,3.852333333333333,19.867472566441432
42,10,4,76467.96,22,2,0.28,0.77,4,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,14.362007401830766
7,11,9,4854.86,2,1,0.39,0.46,2,51.13333333333333,28.14,22.793333333333333,25.113333333333333,32.153333333333336,25.793333333333333,28.5,16.794333333333334,0.9433333333333334,0.9433333333333334,0.0,4.433333333333334,14.323333333333332,30.470000000000002,44.43333333333333,3.5106666666666664,12.28345958724883
16,7,3,83874.84,22,2,0.77,0.61,2,3.1,28.92,21.466666666666665,24.973333333333336,31.66,23.02,27.233333333333334,22.385333333333335,0.006666666666666667,0.006666666666666667,0.0,0.06666666666666667,14.120000000000001,31.016666666666666,38.13333333333333,4.736999999999999,17.516567628852282
60,18,4,62333.09,13,1,0.86,0.28,1,53.06666666666667,29.246666666666666,22.82,25.64,34.93333333333333,26.636666666666667,30.086666666666666,19.803,2.06,2.06,0.0,2.966666666666667,12.696666666666665,30.290000000000003,71.5,3.99,12.52869789082672
2,4,7,56776.14,16,1,0.89,0.64,0,52.03333333333333,28.456666666666667,23.496666666666666,25.516666666666666,31.80666666666667,26.57,28.706666666666667,16.343333333333334,2.46,2.46,0.0,4.533333333333333,17.233333333333334,38.15,29.433333333333334,3.5396666666666667,13.820945051068982
1,2,7,62836.79,18,1,0.53,0.72,2,47.2,29.173333333333332,22.970000000000002,25.62,33.92666666666666,25.826666666666664,29.123333333333335,19.062333333333335,2.3333333333333335,2.3333333333333335,0.0,2.8333333333333335,13.379999999999999,31.2,43.46666666666667,4.036,16.080315557367292
